company,title,experience,location,posted_relative,rating,reviews,raw_text,posted_date
Amazon Senior HR Business Partner,"Devices & Software Services 5 - 9 yrs Amazon - Senior HR Business Partner - Devices & Software Services Posted 3 weeks ago      2026-02-07 20:18:32  Amazon - Senior HR Business Partner - Devices & Software Services https://www.iimjobs.com/j/amazon-senior-hr-business-partner-devices-and-software-services-1663223?ref=sp_br&jobPos=24 3.8 7,416+ Reviews Amazon - Senior HR Business Partner - Devices & Software Services",5 - 9 yrs,Chennai,Posted 3 weeks ago      2026-02-07 20:18:32  Amazon - Senior HR Business Partner - Devices & Software Services https://www.iimjobs.com/j/amazon-senior-hr-business-partner-devices-and-software-services-1663223?ref=sp_br&jobPos=24,3.8,7416,"Amazon Senior HR Business Partner - Devices & Software Services 5 - 9 yrs Amazon - Senior HR Business Partner - Devices & Software Services Posted 3 weeks ago      2026-02-07 20:18:32  Amazon - Senior HR Business Partner - Devices & Software Services https://www.iimjobs.com/j/amazon-senior-hr-business-partner-devices-and-software-services-1663223?ref=sp_br&jobPos=24 3.8 7,416+ Reviews Amazon - Senior HR Business Partner - Devices & Software Services 5 - 9 yrs Chennai 3.8 7,416+ Reviews Posted 3 weeks ago      2026-02-07 20:18:32  Amazon - Senior HR Business Partner - Devices & Software Services https://www.iimjobs.com/j/amazon-senior-hr-business-partner-devices-and-software-services-1663223?ref=sp_br&jobPos=24",2026-01-17
Hindustan Times HR Business Partner 3,8 yrs Hindustan Times - HR Business Partner Posted 4 weeks ago      2026-02-07 20:18:32  Hindustan Times - HR Business Partner https://www.iimjobs.com/j/hindustan-times-hr-business-partner-1661432?ref=sp_br&jobPos=25   Hindustan Times - HR Business Partner,3 - 8 yrs,Others,Posted 4 weeks ago      2026-02-07 20:18:32  Hindustan Times - HR Business Partner https://www.iimjobs.com/j/hindustan-times-hr-business-partner-1661432?ref=sp_br&jobPos=25,,,Hindustan Times HR Business Partner 3 - 8 yrs Hindustan Times - HR Business Partner Posted 4 weeks ago      2026-02-07 20:18:32  Hindustan Times - HR Business Partner https://www.iimjobs.com/j/hindustan-times-hr-business-partner-1661432?ref=sp_br&jobPos=25   Hindustan Times - HR Business Partner 3 - 8 yrs Others Posted 4 weeks ago      2026-02-07 20:18:32  Hindustan Times - HR Business Partner https://www.iimjobs.com/j/hindustan-times-hr-business-partner-1661432?ref=sp_br&jobPos=25,2026-01-10
EY Senior Manager -HR Statutory Compliance 10,20 yrs EY - Senior Manager -HR Statutory Compliance Posted 3 weeks ago      2026-02-07 20:18:33  EY - Senior Manager -HR Statutory Compliance https://www.iimjobs.com/j/ey-senior-manager-hr-statutory-compliance-1663082?ref=sp_br&jobPos=26   EY - Senior Manager -HR Statutory Compliance,10 - 20 yrs,Multiple Locations,Posted 3 weeks ago      2026-02-07 20:18:33  EY - Senior Manager -HR Statutory Compliance https://www.iimjobs.com/j/ey-senior-manager-hr-statutory-compliance-1663082?ref=sp_br&jobPos=26,,,EY Senior Manager -HR Statutory Compliance 10 - 20 yrs EY - Senior Manager -HR Statutory Compliance Posted 3 weeks ago      2026-02-07 20:18:33  EY - Senior Manager -HR Statutory Compliance https://www.iimjobs.com/j/ey-senior-manager-hr-statutory-compliance-1663082?ref=sp_br&jobPos=26   EY - Senior Manager -HR Statutory Compliance 10 - 20 yrs Multiple Locations Posted 3 weeks ago      2026-02-07 20:18:33  EY - Senior Manager -HR Statutory Compliance https://www.iimjobs.com/j/ey-senior-manager-hr-statutory-compliance-1663082?ref=sp_br&jobPos=26,2026-01-17
Solar Square Sales HR Business Partner 4,6 yrs Solar Square - Sales HR Business Partner Posted 2 weeks ago      2026-02-07 20:18:33  Solar Square - Sales HR Business Partner https://www.iimjobs.com/j/solar-square-sales-hr-business-partner-1666712?ref=sp_br&jobPos=27   Solar Square - Sales HR Business Partner,4 - 6 yrs,Multiple Locations,Posted 2 weeks ago      2026-02-07 20:18:33  Solar Square - Sales HR Business Partner https://www.iimjobs.com/j/solar-square-sales-hr-business-partner-1666712?ref=sp_br&jobPos=27,,,Solar Square Sales HR Business Partner 4 - 6 yrs Solar Square - Sales HR Business Partner Posted 2 weeks ago      2026-02-07 20:18:33  Solar Square - Sales HR Business Partner https://www.iimjobs.com/j/solar-square-sales-hr-business-partner-1666712?ref=sp_br&jobPos=27   Solar Square - Sales HR Business Partner 4 - 6 yrs Multiple Locations Posted 2 weeks ago      2026-02-07 20:18:33  Solar Square - Sales HR Business Partner https://www.iimjobs.com/j/solar-square-sales-hr-business-partner-1666712?ref=sp_br&jobPos=27,2026-01-24
Ramboll Workday Analyst,HR Enablement Consultant 4 - 6 yrs Ramboll - Workday Analyst - HR Enablement Consultant Posted 3 weeks ago      2026-02-07 20:18:34  Ramboll - Workday Analyst - HR Enablement Consultant https://www.iimjobs.com/j/ramboll-workday-analyst-hr-enablement-consultant-1663536?ref=sp_br&jobPos=28 4 630+ Reviews Ramboll - Workday Analyst - HR Enablement Consultant,4 - 6 yrs,Gurgaon/Gurugram,Posted 3 weeks ago      2026-02-07 20:18:34  Ramboll - Workday Analyst - HR Enablement Consultant https://www.iimjobs.com/j/ramboll-workday-analyst-hr-enablement-consultant-1663536?ref=sp_br&jobPos=28,4.0,630,Ramboll Workday Analyst - HR Enablement Consultant 4 - 6 yrs Ramboll - Workday Analyst - HR Enablement Consultant Posted 3 weeks ago      2026-02-07 20:18:34  Ramboll - Workday Analyst - HR Enablement Consultant https://www.iimjobs.com/j/ramboll-workday-analyst-hr-enablement-consultant-1663536?ref=sp_br&jobPos=28 4 630+ Reviews Ramboll - Workday Analyst - HR Enablement Consultant 4 - 6 yrs Gurgaon/Gurugram 4 630+ Reviews Posted 3 weeks ago      2026-02-07 20:18:34  Ramboll - Workday Analyst - HR Enablement Consultant https://www.iimjobs.com/j/ramboll-workday-analyst-hr-enablement-consultant-1663536?ref=sp_br&jobPos=28,2026-01-17
3M Lead Analyst,HR Reporting Technology 8 - 12 yrs 3M - Lead Analyst - HR Reporting Technology Posted 1 week ago      2026-02-07 20:18:34  3M - Lead Analyst - HR Reporting Technology https://www.iimjobs.com/j/3m-lead-analyst-hr-reporting-technology-1668705?ref=sp_br&jobPos=29 4 623+ Reviews 3M - Lead Analyst - HR Reporting Technology,8 - 12 yrs,Bangalore,Posted 1 week ago      2026-02-07 20:18:34  3M - Lead Analyst - HR Reporting Technology https://www.iimjobs.com/j/3m-lead-analyst-hr-reporting-technology-1668705?ref=sp_br&jobPos=29,4.0,623,3M Lead Analyst - HR Reporting Technology 8 - 12 yrs 3M - Lead Analyst - HR Reporting Technology Posted 1 week ago      2026-02-07 20:18:34  3M - Lead Analyst - HR Reporting Technology https://www.iimjobs.com/j/3m-lead-analyst-hr-reporting-technology-1668705?ref=sp_br&jobPos=29 4 623+ Reviews 3M - Lead Analyst - HR Reporting Technology 8 - 12 yrs Bangalore 4 623+ Reviews Posted 1 week ago      2026-02-07 20:18:34  3M - Lead Analyst - HR Reporting Technology https://www.iimjobs.com/j/3m-lead-analyst-hr-reporting-technology-1668705?ref=sp_br&jobPos=29,2026-01-31
Dezy Senior Manager,HR Operations 4 - 6 yrs Dezy - Senior Manager - HR Operations Posted 4 weeks ago      2026-02-07 20:18:35 HR Operations Dezy - Senior Manager - HR Operations https://www.iimjobs.com/j/dezy-senior-manager-hr-operations-1662232?ref=sp_br&jobPos=30   Dezy - Senior Manager - HR Operations,4 - 6 yrs,Bangalore,Posted 4 weeks ago      2026-02-07 20:18:35 HR Operations Dezy - Senior Manager - HR Operations https://www.iimjobs.com/j/dezy-senior-manager-hr-operations-1662232?ref=sp_br&jobPos=30,,,Dezy Senior Manager - HR Operations 4 - 6 yrs Dezy - Senior Manager - HR Operations Posted 4 weeks ago      2026-02-07 20:18:35 HR Operations Dezy - Senior Manager - HR Operations https://www.iimjobs.com/j/dezy-senior-manager-hr-operations-1662232?ref=sp_br&jobPos=30   Dezy - Senior Manager - HR Operations 4 - 6 yrs Bangalore Posted 4 weeks ago      2026-02-07 20:18:35 HR Operations Dezy - Senior Manager - HR Operations https://www.iimjobs.com/j/dezy-senior-manager-hr-operations-1662232?ref=sp_br&jobPos=30,2026-01-10
Snapmint Manager,HR Business Partner 7 - 12 yrs Snapmint - Manager - HR Business Partner Posted 4 weeks ago      2026-02-07 20:18:35  Snapmint - Manager - HR Business Partner https://www.iimjobs.com/j/snapmint-manager-hr-business-partner-1662107?ref=sp_br&jobPos=31   Snapmint - Manager - HR Business Partner,7 - 12 yrs,Gurgaon/Gurugram,Posted 4 weeks ago      2026-02-07 20:18:35  Snapmint - Manager - HR Business Partner https://www.iimjobs.com/j/snapmint-manager-hr-business-partner-1662107?ref=sp_br&jobPos=31,,,Snapmint Manager - HR Business Partner 7 - 12 yrs Snapmint - Manager - HR Business Partner Posted 4 weeks ago      2026-02-07 20:18:35  Snapmint - Manager - HR Business Partner https://www.iimjobs.com/j/snapmint-manager-hr-business-partner-1662107?ref=sp_br&jobPos=31   Snapmint - Manager - HR Business Partner 7 - 12 yrs Gurgaon/Gurugram Posted 4 weeks ago      2026-02-07 20:18:35  Snapmint - Manager - HR Business Partner https://www.iimjobs.com/j/snapmint-manager-hr-business-partner-1662107?ref=sp_br&jobPos=31,2026-01-10
Flutter Entertainment Team Lead,HR Operations 8 - 10 yrs Flutter Entertainment - Team Lead - HR Operations Posted 4 weeks ago      2026-02-07 20:18:36 HR Operations Flutter Entertainment - Team Lead - HR Operations https://www.iimjobs.com/j/flutter-entertainment-team-lead-hr-operations-1661375?ref=sp_br&jobPos=32   Flutter Entertainment - Team Lead - HR Operations,8 - 10 yrs,Others,Posted 4 weeks ago      2026-02-07 20:18:36 HR Operations Flutter Entertainment - Team Lead - HR Operations https://www.iimjobs.com/j/flutter-entertainment-team-lead-hr-operations-1661375?ref=sp_br&jobPos=32,,,Flutter Entertainment Team Lead - HR Operations 8 - 10 yrs Flutter Entertainment - Team Lead - HR Operations Posted 4 weeks ago      2026-02-07 20:18:36 HR Operations Flutter Entertainment - Team Lead - HR Operations https://www.iimjobs.com/j/flutter-entertainment-team-lead-hr-operations-1661375?ref=sp_br&jobPos=32   Flutter Entertainment - Team Lead - HR Operations 8 - 10 yrs Others Posted 4 weeks ago      2026-02-07 20:18:36 HR Operations Flutter Entertainment - Team Lead - HR Operations https://www.iimjobs.com/j/flutter-entertainment-team-lead-hr-operations-1661375?ref=sp_br&jobPos=32,2026-01-10
WheelsEye HR Business Partner,Tech & Product 8 - 17 yrs WheelsEye - HR Business Partner - Tech & Product Posted 3 weeks ago      2026-02-07 20:18:36  WheelsEye - HR Business Partner - Tech & Product https://www.iimjobs.com/j/wheelseye-hr-business-partner-tech-and-product-1665046?ref=sp_br&jobPos=33   WheelsEye - HR Business Partner - Tech & Product,8 - 17 yrs,Gurgaon/Gurugram,Posted 3 weeks ago      2026-02-07 20:18:36  WheelsEye - HR Business Partner - Tech & Product https://www.iimjobs.com/j/wheelseye-hr-business-partner-tech-and-product-1665046?ref=sp_br&jobPos=33,,,WheelsEye HR Business Partner - Tech & Product 8 - 17 yrs WheelsEye - HR Business Partner - Tech & Product Posted 3 weeks ago      2026-02-07 20:18:36  WheelsEye - HR Business Partner - Tech & Product https://www.iimjobs.com/j/wheelseye-hr-business-partner-tech-and-product-1665046?ref=sp_br&jobPos=33   WheelsEye - HR Business Partner - Tech & Product 8 - 17 yrs Gurgaon/Gurugram Posted 3 weeks ago      2026-02-07 20:18:36  WheelsEye - HR Business Partner - Tech & Product https://www.iimjobs.com/j/wheelseye-hr-business-partner-tech-and-product-1665046?ref=sp_br&jobPos=33,2026-01-17
Wells Fargo HR Service Delivery Manager/Mobility Operations Manager 4,7 yrs Wells Fargo - HR Service Delivery Manager/Mobility Operations Manager Posted 3 weeks ago      2026-02-07 20:18:36  Wells Fargo - HR Service Delivery Manager/Mobility Operations Manager https://www.iimjobs.com/j/wells-fargo-hr-service-delivery-manager-mobility-operations-manager-1664472?ref=sp_br&jobPos=34   Wells Fargo - HR Service Delivery Manager/Mobility Operations Manager,4 - 7 yrs,Others,Posted 3 weeks ago      2026-02-07 20:18:36  Wells Fargo - HR Service Delivery Manager/Mobility Operations Manager https://www.iimjobs.com/j/wells-fargo-hr-service-delivery-manager-mobility-operations-manager-1664472?ref=sp_br&jobPos=34,,,Wells Fargo HR Service Delivery Manager/Mobility Operations Manager 4 - 7 yrs Wells Fargo - HR Service Delivery Manager/Mobility Operations Manager Posted 3 weeks ago      2026-02-07 20:18:36  Wells Fargo - HR Service Delivery Manager/Mobility Operations Manager https://www.iimjobs.com/j/wells-fargo-hr-service-delivery-manager-mobility-operations-manager-1664472?ref=sp_br&jobPos=34   Wells Fargo - HR Service Delivery Manager/Mobility Operations Manager 4 - 7 yrs Others Posted 3 weeks ago      2026-02-07 20:18:36  Wells Fargo - HR Service Delivery Manager/Mobility Operations Manager https://www.iimjobs.com/j/wells-fargo-hr-service-delivery-manager-mobility-operations-manager-1664472?ref=sp_br&jobPos=34,2026-01-17
Wells Fargo Lead Business Execution Consultant,HR Product Owner 5 - 10 yrs Wells Fargo - Lead Business Execution Consultant - HR Product Owner Posted 4 weeks ago      2026-02-07 20:18:37  Wells Fargo - Lead Business Execution Consultant - HR Product Owner https://www.iimjobs.com/j/wells-fargo-lead-business-execution-consultant-hr-product-owner-1662420?ref=sp_br&jobPos=35   Wells Fargo - Lead Business Execution Consultant - HR Product Owner,5 - 10 yrs,Hyderabad/Bangalore,Posted 4 weeks ago      2026-02-07 20:18:37  Wells Fargo - Lead Business Execution Consultant - HR Product Owner https://www.iimjobs.com/j/wells-fargo-lead-business-execution-consultant-hr-product-owner-1662420?ref=sp_br&jobPos=35,,,Wells Fargo Lead Business Execution Consultant - HR Product Owner 5 - 10 yrs Wells Fargo - Lead Business Execution Consultant - HR Product Owner Posted 4 weeks ago      2026-02-07 20:18:37  Wells Fargo - Lead Business Execution Consultant - HR Product Owner https://www.iimjobs.com/j/wells-fargo-lead-business-execution-consultant-hr-product-owner-1662420?ref=sp_br&jobPos=35   Wells Fargo - Lead Business Execution Consultant - HR Product Owner 5 - 10 yrs Hyderabad/Bangalore Posted 4 weeks ago      2026-02-07 20:18:37  Wells Fargo - Lead Business Execution Consultant - HR Product Owner https://www.iimjobs.com/j/wells-fargo-lead-business-execution-consultant-hr-product-owner-1662420?ref=sp_br&jobPos=35,2026-01-10
Titan Lead,HR Business Partner 15 - 18 yrs Titan - Lead - HR Business Partner Posted 2 weeks ago      2026-02-07 20:18:37  Titan - Lead - HR Business Partner https://www.iimjobs.com/j/titan-lead-hr-business-partner-1666887?ref=sp_br&jobPos=36 3.8 532+ Reviews Titan - Lead - HR Business Partner,15 - 18 yrs,Bangalore,Posted 2 weeks ago      2026-02-07 20:18:37  Titan - Lead - HR Business Partner https://www.iimjobs.com/j/titan-lead-hr-business-partner-1666887?ref=sp_br&jobPos=36,3.8,532,Titan Lead - HR Business Partner 15 - 18 yrs Titan - Lead - HR Business Partner Posted 2 weeks ago      2026-02-07 20:18:37  Titan - Lead - HR Business Partner https://www.iimjobs.com/j/titan-lead-hr-business-partner-1666887?ref=sp_br&jobPos=36 3.8 532+ Reviews Titan - Lead - HR Business Partner 15 - 18 yrs Bangalore 3.8 532+ Reviews Posted 2 weeks ago      2026-02-07 20:18:37  Titan - Lead - HR Business Partner https://www.iimjobs.com/j/titan-lead-hr-business-partner-1666887?ref=sp_br&jobPos=36,2026-01-24
EY Talent Role,Central HR/Centre Of Excellence 10 - 18 yrs EY - Talent Role - Central HR/Centre Of Excellence Posted 3 weeks ago      2026-02-07 20:18:38  EY - Talent Role - Central HR/Centre Of Excellence https://www.iimjobs.com/j/ey-talent-role-central-hr-centre-of-excellence-1663087?ref=sp_br&jobPos=37   EY - Talent Role - Central HR/Centre Of Excellence,10 - 18 yrs,Multiple Locations,Posted 3 weeks ago      2026-02-07 20:18:38  EY - Talent Role - Central HR/Centre Of Excellence https://www.iimjobs.com/j/ey-talent-role-central-hr-centre-of-excellence-1663087?ref=sp_br&jobPos=37,,,EY Talent Role - Central HR/Centre Of Excellence 10 - 18 yrs EY - Talent Role - Central HR/Centre Of Excellence Posted 3 weeks ago      2026-02-07 20:18:38  EY - Talent Role - Central HR/Centre Of Excellence https://www.iimjobs.com/j/ey-talent-role-central-hr-centre-of-excellence-1663087?ref=sp_br&jobPos=37   EY - Talent Role - Central HR/Centre Of Excellence 10 - 18 yrs Multiple Locations Posted 3 weeks ago      2026-02-07 20:18:38  EY - Talent Role - Central HR/Centre Of Excellence https://www.iimjobs.com/j/ey-talent-role-central-hr-centre-of-excellence-1663087?ref=sp_br&jobPos=37,2026-01-17
JP Morgan Chase Vice President,"Product Manager - HR Core Data 5 - 10 yrs JP Morgan Chase - Vice President - Product Manager - HR Core Data Posted 1 week ago      2026-02-07 20:18:38  JP Morgan Chase - Vice President - Product Manager - HR Core Data https://www.iimjobs.com/j/jp-morgan-chase-vice-president-product-manager-hr-core-data-1668485?ref=sp_br&jobPos=38 3.8 7,585+ Reviews JP Morgan Chase - Vice President - Product Manager - HR Core Data",5 - 10 yrs,Mumbai,Posted 1 week ago      2026-02-07 20:18:38  JP Morgan Chase - Vice President - Product Manager - HR Core Data https://www.iimjobs.com/j/jp-morgan-chase-vice-president-product-manager-hr-core-data-1668485?ref=sp_br&jobPos=38,3.8,7585,"JP Morgan Chase Vice President - Product Manager - HR Core Data 5 - 10 yrs JP Morgan Chase - Vice President - Product Manager - HR Core Data Posted 1 week ago      2026-02-07 20:18:38  JP Morgan Chase - Vice President - Product Manager - HR Core Data https://www.iimjobs.com/j/jp-morgan-chase-vice-president-product-manager-hr-core-data-1668485?ref=sp_br&jobPos=38 3.8 7,585+ Reviews JP Morgan Chase - Vice President - Product Manager - HR Core Data 5 - 10 yrs Mumbai 3.8 7,585+ Reviews Posted 1 week ago      2026-02-07 20:18:38  JP Morgan Chase - Vice President - Product Manager - HR Core Data https://www.iimjobs.com/j/jp-morgan-chase-vice-president-product-manager-hr-core-data-1668485?ref=sp_br&jobPos=38",2026-01-31
HR Generalist Hospital 8,15 yrs HR Generalist - Hospital Posted 2 days ago      2026-02-07 20:18:39  HR Generalist - Hospital https://www.iimjobs.com/j/hr-generalist-hospital-1672206?ref=sp&jobPos=39   HR Generalist - Hospital,8 - 15 yrs,Mumbai,Posted 2 days ago      2026-02-07 20:18:39  HR Generalist - Hospital https://www.iimjobs.com/j/hr-generalist-hospital-1672206?ref=sp&jobPos=39,,,HR Generalist Hospital 8 - 15 yrs HR Generalist - Hospital Posted 2 days ago      2026-02-07 20:18:39  HR Generalist - Hospital https://www.iimjobs.com/j/hr-generalist-hospital-1672206?ref=sp&jobPos=39   HR Generalist - Hospital 8 - 15 yrs Mumbai Posted 2 days ago      2026-02-07 20:18:39  HR Generalist - Hospital https://www.iimjobs.com/j/hr-generalist-hospital-1672206?ref=sp&jobPos=39,2026-02-05
